,store_name,cmt,time_cmt,category
938,48 Bistro - Beefsteak & Món Âu - Lê Thị Riêng,"Món ăn ngon, bày trí món ăn đẹp mắt, giá cả phù hợp
Nhóm mình đến quán trong chiều mưa, món ăn ra khá nhanh. Ấn tượng cách bày trí món ăn của quán nhìn khá đẹp mắt. Mùi vị đậm đà. Giá cả phù hợp so với chất lượng. Sẽ tiếp tục ủng hộ quán.",23/9/2018 11:22,Buffet
10249,Quán 223 - Bánh Flan Thập Cẩm,"Bánh flan trứng và phomai
Bân flan trứng ngon, bánh flan phomai texture ko có mềm cho lắm, nếu làm như pudding chắc ngon, đó h mình ăn chỗ này nhiều rồi, thích vì cho topping rau câu bột bán ăn vui. Giá cả phải chăng.",7/04/2019 20:33,
15291,Kingdom Karaoke Nhà Hàng - Phạm Viết Chánh,"Kingdom Karaoke Nhà Hàng - Phạm Viết Chánh
Bài hát đa dạng, âm thanh tạm được.

Thái độ của nhân viên giữ xe rất tệ, như 1 đám ăn xin. Toàn thanh niên sức dài vai rộng mà ko lo kiếm công việc lao động, lại đứng chặn cửa kiểu ăn xin tiền của khách. Khách không cho thì cứ đứng ỳ chặn ở xe. Cái j xứng đáng tip thì sẽ tip, cái j không đáng thì ko cho. Có mỗi cái việc cầm chìa khóa lấy xe ra, đây là việc cần phải làm cho khách. Nếu như không muốn lấy xe cho khách thì để khách tự lấy!!!",11/04/2017 8:49,Lẩu Nướng
13048,EON 52 Heli Bar - Bitexco Tower,"Tạm
Thấy ỡ đây có vẽ chán so với những gì mình mong đợi , 
Thấy Bên chill sôi động , nhộn nhịp , thích hơn nhiều , giá nước tầm 200 chưa thuế 
Không gian sang trọng , phục vụ nhiệt tình quá làm mất tự nhiên",24/07/2016 17:42,
7798,Blue Diamond - Buffet,"Dùng voucher ăn nhà hàng
Mình săn voucher ăn cơm trộn ở nhà hàng này với giá ko quá rẻ, nhà hàng vắng mà cb thức ăn khá lâu, thức ăn cũng ko có gì đặc sắc. Ăn thử cho biết thôi :3",2/04/2017 14:36,
6781,King BBQ Buffet - Mạc Đĩnh Chi,"Quá tệ
Hwa mình vs nhỏ b có ghé chi nhánh này ăn. Kêu có rổ rau 30p mới mang lên thêm, đã vậy đồ ăn lên lèo tèo dĩa mấy lát, mỗi lần gọi đồ ăn thêm là phải đợi 15 20p, có khi quên k đem lun. Lúc tụi mình lên tới cũng chả có bạn nv nào ra hướng dẫn vô bàn hết. Menu có tôm, vẹm mà chả thấy nhà hàng bưng ra lần nào hết. TỆ HƠN CHỮ TỆ K BAO H QUAY LẠI",29/07/2020 8:00,Lẩu Nướng
4049,Bready Bánh Mì Tươi - Burger Đĩa Bay - Bà Huyện Thanh Quan,"NGON
Hôm mình order qua deli do đang phải đi làm. Mình có order burger đĩa bay ăn thử vì nhìn cũng lạ mắt! Ăn xong cả mình và ng yêu mình, bạn a đều khen ngon. Lúc ship tới vẫn còn nóng, nhưng mình để đến tận tối khuya mới ăn mà vẫn ngon lắm. Nên thử nha mấy ty ❤️",13/3/2018 17:23,
2750,Con Gà Mái - Cơm Gà Phú Yên - Trần Cao Vân,"5⭐️ cho quÁn
Hôm nay mình có ghé quán cùng gia đình..Chọn nồi lẩu gà ngồi nhâm nhi:

Lẩu ngon và chất lượng nhé.gà nướng cũng ngon.đi đúng khuyến mãi thế là ăn no nê mà chẳng nhiều tiền.bù lại với mấy quán khác mình từng đi.mình gọi chân gà rang me,lẩu,gà nướng muối ớt.món nào cũng vừa miệg.có điều gà nướng thì chưa thấm cho lắm.

nhưg nói chug là ok.5⭐️ cho quÁn 😎 quán vừa mát vừa sạch...ổn ổn☺️☺️☺️ sẽ ghé tiếp tục",22/8/2020 13:40,Cơm
7603,Buffet Đệ Nhất,"Cũng tạm được
Các món ở đây đều bình thường, không ngon lắm, có ít món. Không gian không được sang trọng cho lắm. Phục vụ tạm được.",7/08/2015 11:35,Buffet
5425,Parkview Buffet - New World Saigon Hotel,"Món ăn đã ngon hơn so với năm 2015
Lần thứ 2 mình có dịp ăn ở đây, nhìn chung về món ăn thì ngon hơn so với lúc trước, dù không phải là quá quá ngon nhưng cũng vẫn đáng đồng tiền hơn so với lúc trước. 

+ Không gian: không gian rất sang trọng, sạch sẽ, thoáng mát đúng đẳng cấp của một nhà hàng 5 sao tại trung tâm Thành phố. 

+ Phong cách phục vụ: nhân viên vẫn rất lịch sự, ôn hòa, khi bạn cần gì thì nhân viên sẽ phục vụ ngay, liên tục đổi dĩa cho mình khi mình đã ăn xong.

+ Đồ ăn: món mình thấy ngon nhất vẫn là món bánh flan huyền thoại ở đây haha, bánh siêu mềm, hoàn toàn không có rổ rổ trong bánh (nếu bạn ăn bánh flan bạn hay thấy có rổ rổ, nhưng ở đây hoàn toàn không). Và phải nói món này liên tục hết, mỗi lần có bánh mới ra là trong vòng 5' là hết cái vèo, 2 lần mình đi lần nào cũng vậy trong khi những món khác vẫn y nguyên, cứ như món Best seller ấy. 
 -Món phở lần này ngon hơn trước rất nhiều, nước lèo trong và rất thanh, hoàn toàn không có mỡ hay dầu, nêm nếm vừa phải, thịt bò tái mềm rất ngon, nhắc lại vẫn còn thèm.
 -Thịt bò nướng lần này đã mềm hơn so với trước, nhưng vẫn còn hơi dai chút, chắc có lẽ do ở trên bàn lâu cùng với máy sưởi lâu nên thịt bò hay vậy, nhưng không quá dai như lúc trước, lúc trước mình nhai muốn sái quai hàm mà chưa ăn xong miếng bò nhỏ. 
 -Hải sản đợt này làm xong món nào ra bàn liền món đó nên không còn tanh như lúc trước, dù có hơi chút nguội (chắc do máy lạnh), riêng mình thì nghĩ nếu đầu bếp thêm chút gia vị đậm đà chắc sẽ ngon hơn. 

Nói là buffet nhưng mình có cảm giác vẫn còn hơi ít món, chẳng hạn món bò đặc biệt chỉ có 1 món là bò nướng ướp sốt BBQ, không còn thêm món bò nào cả, hải sản cũng chỉ có 1-2 kiểu chế biến, cảm giác ăn có 1 chút là đã hết món để ăn vậy. Nếu như món ăn ở đây phong phú và đa dạng hơn thì mình nghĩ sẽ đáng đồng tiền hơn và nhiều người ăn hơn.
Xem thêm",27/11/2016 11:41,Buffet
8654,Bánh Mì PewPew - Út Tịch,"Chất lượng
Ăn 2 lần là Bò sốt tiêu và Heo cajun.
Đồ ăn nhiều mà sốt ngon lắm mọi người.
Không biết đặt hàng thì ntn nhưng mình ăn tại quán thì ngon và chất lượng sạch sẽ lắm.
Không gian: mát lạnh, mà nhà hơi cũ vs màu sơn hơi tối.
Điểm trừ quán mặt tiền tối quá, đi lâng nào cũng hụt, nên gắn đèn bảng hiệu thêm :D
Nchung là chất lượng ngang giá tiền, không hề mắc.
Cơ sở vật chất đầy đủ lắm có điều setup quầy hơi rối, nhìn chưa ok lắm.
Btw đồ ăn ngon là đc tới để ăn chứ ngắm nghiếc đòi hỏi gì với giá 30k đâu.
Xem thêm",7/11/2019 17:58,Lẩu Nướng
15683,Mandarine - Ẩm Thực Việt Nam Cao Cấp,"Các món ăn ngon***kết hợp rượu vang thật tuyệt
Nhà hàng Mandarine mang dáng vẻ hơi cổ kính nhưng lại kết hợp sự hiện đại gây sự ngạc nhiên cho khách đến ăn, các món ăn***ở đây chỉ có thể nói ""WOW !""-ngon tuyệt. Lần sau chúng tôi sẽ lại đến",15/03/2023 13:37,Buffet
6270,Isushi Buffet Nhật Bản - Trường Sơn,"Đồ ăn ngon
Hôm nay mình ghé ăn sushi ở đây.Nói chúng là không có gì để chê hết.Đồ ăn ở đây ngon,ssm ở đây tươi ngon, món ăn đa dạng .Món ăn lên nhanh.Nhân viên phục vụ nhiệt tình",30/09/2019 22:17,Buffet
7543,Kichi Kichi Lẩu Băng Chuyền - Lê Quý Đôn,"Trang trí đẹp, ấm cúng !
Đây là kichi mới mở, so với nhữg kichi cùg hệ hốg đã mở lâu năm thì tất nhiên phục vụ khôg bằg nhưng mà nhân viên ở đây hết lòg phục vụ khách hàg. Thức ăn cũg phog phú khôg khác gì nhữg kichi cùg hệ thốg. Khách quan mà nói kichi nơi đây tạm ổn. Lề : Như một thói quen cứ vào bàn là liên tục cho đến hết tiệc mới check in 😂😂",9/10/2018 14:34,Lẩu Nướng
15889,K - Pub - Nướng Phong Cách Pub Hàn Quốc - Đồng Đen,"K - Pub - Nướng Phong Cách Pub Hàn Quốc - Đồng Đen
Ngon - bổ - rẻ",17/04/2022 14:04,Bò
1137,Beefsteak Nam Sơn - Nguyễn Thị Minh Khai,"Beefsteak Nam Sơn -***
Tuyệt vời tôi rất thích sản phẩm này",30/9/2023 17:29,
11716,Ngọc Nga - Bánh Flan Thập Cẩm - Đường 20 Thước,"Ngọc Nga - Bánh Flan Thập Cẩm
Từ chiều cho đến tối thì quán lúc nào cũng đông nhen. quán có không gian trên lầu nữa nhưng nhiềuu khi cũng full bàn luôn và phãi mua về hoặc đứng chờ chút nha. 

- bánh plan thỉ chất lượng nè, mà giá cũng rẻ luôn, bánh mịn, béo, ngọt vừa phải, phô mai cũng nhiều, vị nào rõ vị đấy. hầu như vị nào cũng ngon và mình đều thích cả. 
- tuy nhiên cao quy linh hơi khó ăn nha (mình hay ăn bên khu q5 ngon hơn ở đây nè) vị nhẫn lắm, nên có thể 1 số bạn sẽ ăn không quen món này.
panacosta và đâu hủ ăn siu ngon nha, đậu hủ mềm mịn, vị chanh dây và kiwi chua chua ngọt ngọt nên không bị ngán nha, ngược lại sẽ bị ghiền đấy

phục vụ nhanh nhẹ, nhân viên cũng đông, có giữ xe free nha
Xem thêm",6/10/2017 20:59,Lẩu Nướng
15688,Mandarine - Ẩm Thực Việt Nam Cao Cấp,"Giá quá cao
Mình thấy món ăn giá quá cao, phần ăn cũng ít. Vị cũng hơi lạt so với khẩu vị người Việt, hay là do hướng tới đối tượng khách nước ngoài nhỉ🤔. Được cái không gian rộng, thoáng, yên tĩnh. Nước trà 50k/ly. 5 người 5 món, mỗi món ăn được 1 miếng + nước
bill gần 2 triệu.",6/12/2017 21:58,Buffet
1427,Saigon Xiao Mei - Món Hoa,"Saigon Xiao Mei - Món Hoa
món ăn đa dạng hợp khẩu vị",1/10/2023 11:22,Buffet
11856,Bò Bía Lý,"Bò Bía Lý
Bò bí ngon",1/10/2023 10:48,Bò
7813,Blue Diamond - Buffet,"Quán sang , đồ ăn bình thường !!
Vì là nhà hàng của khách sạn nên nhìn rất sang trọng, đẹp mắt, hơi nhỏ những chấp nhận được 

Nhờ có cái voucher pizza nên cả gia đình mới ra đây thử xem sao, đi vào giờ chiều nên quán vắng. Chắc vào mấy giờ trưa tối có buffet thì quán mới đông. 

Phục vụ : Phục vụ tốt, tận tình. Vừa vào cửa đã đến hỏi han, giải thích 
Quán sang, bật máy lạnh vù cũng hơi lạnh :)) 
Voucher gồm 2 phần pizza, pizza hải sản và pizza .... quên rồi :'( 
Pizza khá bình thường luôn, chắc vì nhà hàng buffet không chuyên về pizza nên vậy. Đợi pizza hơi lâu, vừa làm còn nóng mà trong phòng máy lạnh, đem ra 1 tí là nguội hẳn rồi. Ăn cũng tàm tạm, phần bánh dày vừa, hơi khô giòn, phần pizza hải sản thì ngon hơn phần kia, khẩu vị bình thường, ăn cũng tạm thôi, không đặc biệt hay gây ấn tượng nào cả, phần nước kèm ít. 

Hôm nào có dịp sẽ quay lại dùng buffet thử xem sao vì nghe nói cũng khá ổn mà giá hợp lí, vừa túi không quá mác 👍
Xem thêm",20/09/2015 16:20,Âu
1824,Sakura Việt Nam - Sushi Nhật Bản,"Món ăn ngon và rẻ
Mới ăn trưa ở đây với đám bạn âm binh, tụi này ăn uống khó chịu lắm mà vào đây ăn cái sét cơm hộp 39k ree cả Nước uống và canh,mình thì ăn cơm chiên rất thơm. Rất phù hợp với học sinh tui mình",4/4/2019 13:07,Cơm
1967,Busan Korean Food - Món Hàn Quốc - Đinh Tiên Hoàng,"Nêm nếm vừa ăn trừ bánh gạo cay
Đầu tuần đổi gió ăn món Hàn Quốc.
Vị trí: quán nằm ngay chân cầu Bông đường Đinh Tiên Hoàng
Không gian quán nhỏ, khách ra vào tấp nập nhiều now, grab, goviet ghé order.
Nhân viên: nhân viên giữ xe thân thiện nhiệt tình, nhân viên phục vụ mình chưa tiếp xúc nhiều nên cũng không có nhận xét gì nói chung ở mức ổn.
Đến quá hên còn đúng 1 cái bàn, nhân viên đưa menu, viết, giấy mình tự ghi món vào. Nước uống free tự phục vụ.
Mình gọi 1 bánh gạo cay, 1 cơm trộn kim chi, 2 xiên chả cá, 2 miến chiên giòn và 2 nước uống tổng hết 156.000₫.
Món ăn: bánh gạo cay 28.000 mình thấy không hợp với khẩu vị của mình, vị cũng khác mấy chỗ mình ăn. Chỉ được 7 thanh bánh gạo, 4 miếng chả cá, nữa quả trứng (mình thích cho nhiều bánh gạo hơn là chả)
Chả cá: mình thấy không ngon (ăn thử cho biết)
Cơm trộn kim chi 49.000₫ ngon, có 1 lớp cơm cháy ăn giòn giòn nhưng hơi cay do với mình.
Miến cuốn rong biển chiên giòn 12.000₫ / 1 cuốn ăn lạ lạ giòn tan ngon ngon
Xem thêm",26/4/2019 13:04,Lẩu Nướng
241,Moon Fast Food - Món Hàn - Xuân Hồng,"Moon Fast Food - Món Hàn - Xuân Hồng
Những chiều mưa tầm tã mà ăn món hàn xẻng ở Moon là nhất rồi. 
Quán có tiếng cũng lâu rồi, có rất nhiều món tokbokki, và các loại fast food của Hàn mà giá cả lại bình dân. Món nào nêm nếm cũng khá vừa miệng duy chỉ có là quán đông quá nên ghé vào buổi tối sẽ phải đợi hơi lâu ấy.",10/9/2018 21:22,Buffet
14550,Stix - Hải Sản Cao Cấp,"Stix - Hải Sản Cao Cấp
Đồ ăn ngon lắm mình đã trải nghiệm rồi",30/10/2023 17:36,Bò
6957,Square One - Park Hyatt Saigon,"Square One - Park Hyatt Hotel
CHẤT LƯỢNG: Là một trong các khách sạn cao cấp nhất Saigon và cũng là nơi hội tụ nhưng hương vị ẩm thực tuyệt vời,nổi tiếng vì các món bò ở đây ngoài ra còn các món phương tây với hương vị rất đặc biệt...có cả món việt nữa. Với nguyên liệu từ các loại hải sản tươi sống trong nước và thịt bò ngon nhất được nhập khẩu từ các nước trên thế giới.Có các món trứng cho người sành ăn và nhiều món tráng miệng

VỊ TRÍ: Riêng khu vực này là nằm ở tầng lửng của khách sạn, phong cách ở đây đơn giản nhưng tinh tế

KHÔNG GIAN: Khi bước vào mình kết ngay khu vực bếp...có nguyên 1 thố ớt to ơi là to và nguyên một thúng cơm to tướng luôn... Và không chỉ riêng mình group bạn mình cũng hay cũng mình đến đây để ăn món bò cũng như món mà tụi mình thích...ở đây cũng có mấy món tráng miệng không ăn là hối hận đó kiki ^__^. Thiết kế hết sức tinh tế

GÍA CẢ: Hiện tại mình biết ở đây đang có 3 dạng suất ăn và giá có vẻ cao nên khi đi nhớ mang $$$ nhiều nhiều hihi. Nhưng không sao bạn sẽ có 1 bữa ăn cao cấp tiêu chuẩn 5 sao+ ple....ple....
+Chủ nhật với thực đơn trưa Fisherman’s Basket và Bia
750k/người, phù hợp cho nhóm hai hay bốn người.
+Thứ Hai với thực đơn tối Surf and Turf
990k/người
Các loại rượu đặc biệt trong tháng
+Buffet trưa thứ Bảy
Buffet trưa thứ bảy phục vụ các món Việt và các món âu với hải sản tươi sống,thịt nhập khẩu...
1050k/người không kèm thức uống
1700k/người kèm rượu trắng, rượu đỏ, bia và nước ngọt 

PHỤC VỤ: Chuyên nghiệp, hòa nhã với khách hàng :P và mình thích điều đó, cả đầu bếp ở đây cũng vậy
Xem thêm",8/04/2014 11:33,Buffet
2594,Hiền - Bánh Canh Cua,"Hiền - Bánh Canh Cua
Tốt",2/10/2023 13:25,
12962,San Fu Lou - Ẩm Thực Quảng Đông - Lê Lai,"Đánh giá chỉ dừng lại mức trung bình
- View đẹp.
- Không gian sang trọng, thiết kế đẳng cấp.
- Nhân viên hời hợt, không thân thiện, dễ làm khách cáu.
- Đồ ăn không ngon, tanh. Món signature không xuất sắc. Còn Xiao Long Bao kém.

Đã ăn 2 lần và lần nào cũng thấy y vậy. Nơi này chỉ phù hợp tiếp khách kiểu nghị trường hoặc hẹn hò. Còn để thưởng thức thì kém xa các quán Q5. Đẳng cấp còn lâu mới sánh được với Di Bửu.
Xem thêm",21/04/2019 12:13,Lẩu Nướng
