,STORE_NAME,DATE,DATETIME,CATEGORY,REVIEW_RAW
34,The LOG Restaurant,02/2019,1/02/2019 23:20,Âu,"Không hấp dẫn như trước
Quay lại the log sau 2 năm cảm thấy chất lượng của the log không còn tương xứng với giá tiền nữa. Đồ ăn không đa dạng, không có gì mới so với lần trước mình, ngay cả quầy tráng miệng cũng không thay đổi nhiều. Đa số mọi người chỉ tập trung chủ yếu vào quầy hải sản và quầy thịt nướng. Thịt nướng chưa chín chứ không phải là tái nhưng nhân viên vẫn cắt vào đĩa của khách, nếu cần chín thêm thì hình như sẽ hâm bằng lo viba thì phải. Chất lượng đồ ăn không đồng đều khi mình lấy thịt nướng thì mềm ( nhưng nguội) trong khi người nhà mình thì bị cắt cho miếng dai hoặc còn sống. Món nóng không có gì đặc biệt. Khu vực ăn uống rất là lạnh mặc dù mình đã nhờ nhân viên tăng nhiệt độ khiến cho đồ ăn món nào cũng nguội, ăn không còn ngon nữa. Chất lượng phục vụ thì vẫn ok nhưng thiết nghĩ nhà hàng nên có thêm sự đa dạng về món chứ không nên chỉ tập trung vào tôm nướng và thịt nướng.
Xem thêm"
35,The LOG Restaurant,06/2019,17/06/2019 13:00,Âu,"Không gian yên tĩnh và lãng mạg cho hẹn hò và ăn tối
- Mình có dịp ghé The Log để thưởng thức buổi tối cùng bạn hết sức trọn vẹn. Vì hợp với bạn mình. A thích sự riêng tư và nhạc mở vừa đủ nghe ko quá ồn. Không gian đc thiết kế sang trọng nhưng ấm áp lắm. Rất thích hợp cho ng có tuổi, muốn nc và ko thích chụp hình. Vì không gian hơi tối. Chụp hình ko đc đẹp lắm hay tại mình cùi bắp ko biết😊. 
- Đó là về không gian. Còn về đồ ăn thì theo ý kiến cá nhân mình thì đc 7đ thôi. Đầu tiên là hải sản rất tươi. Có tôm hùm, khá bự nhưg luộc kĩ quá rồi mới đem nướng nên ăn hơi lạc. Nướng phô mai ngon hơn. Còn chân cua tuyết thì y chag. Nướng nên ăn lạc lắm. Sau khi bạn chọn tôm hùm và chân mua tuyết thì đem qua cho nv nướng. Nv đưa bạn số. Lát bạn quay lại lấy. 
- Về BBQ thì có sườn cừu. Bạn chọn, đưa nv nướng nóng và chính theo ý bạn ko thôi lạnh tanh, sợ lắm. Bạn mình ko biết tưởng như bên Nikko là chỉ cần yêu cầu lấy 1 phần thì nv sẽ nướng và decor xinh xắn hết cho bạn. Quay lại The Log thì bạn chỉ nhận đc miếng thịt cừu nướng chín theo cá nhân thôi. Chứ ko decor hay có j ăn kèm đâu. Nên mình mới nói ko hợp với mấy bạn thích chụp hình là vậy. Ngoài ra còn có thịt heo, bò, cá...
- Đến với khu món nóng thì bạn nên ăn thử mỗi thứ 1 chút cho biết thôi. Mình ko mấy ấn tượng. Ko phải dở mà là mọi thứ ở mức ổn ko có gì bàn. Có cả tôm hùm đất, thịt chắc nha nhưng sốt ko đậm vị. Hihi
- Best và ko thể bỏ qua là khu tráng miệng. Ngon ko chê vào đâu đc. Về khoản trág miệng thì Nikko ko bằng thật. Báh su là món mìh ăn nhìu nhất vì đẹp đc làm thành hình con thiên nga, ko quá ngon và vừa ăn lắm. Còn kem thì mình ước có đủ chổ chứa hết đống kem đó. Nên thử nhé các bạn
- Giá cả theo mình là đág. 2 ng luôn vat và phí pv thì 2tr5. Quá ổn cho 1 buổi tối trọn vẹn
Xem thêm"
36,The LOG Restaurant,10/2019,31/10/2019 14:33,Âu,"The LOG Restaurant
Nhà hàng ở tầng rooftop của trung tâm Gem center, buổi tối không gian cực kỳ lãng mạn sang trọng. Buffet bao gồm nước tính cả thuế phí tầm 1,4tr/ người. Hải sản có tôm hùm, càng, hàu, sò điệp, vẹm xanh… Tôm hùm ăn thoải mái, chế biến theo yêu cầu. Mình thấy nướng phô mai là hợp và ngon nhất. Các món chế biến sẵn theo kiểu châu âu cũng ngon. Quầy khai vị/ tráng miệng đa dạng, kem đựng trong ly nhìn hay hay. Nhân viên phục vụ lịch sự, chuyên nghiệp. Mở cửa tới 10h tối thì phải."
37,The LOG Restaurant,11/2018,22/11/2018 15:42,Âu,"Perfect
Nhân dịp sinh nhật nhỏ bạn, nó dẫn vào dùng buffet của the LOG nằm trên tầng cao của GEM center, Gía buổi tối ở đây là 1tr440 ++ chưa tính VAT và Service charge. Đầu tiên là không gian nhà hàng rộng rãi, ấm cúng, hải sản thì tươi rói luôn hà. Tôm hùm mặc dù là baby thôi nhưng mà đối với mình nhiêu đây là cũng vừa ăn rồi."
38,The Grill Restaurant Buffet - Duxton Hotel,03/2015,20/03/2015 0:33,Âu,"The Grill Restaurant Buffet - Duxton Hotel
Buffet giá tầm trung nhưng nhìn các quầy thức ăn rất là đã và hấp dẫn luôn (chất lượng cực kỳ luôn nha) . Toàn là hàu , sushi , tôm hùm baby , thịt bò... Hic hic, đi lần nào xong về là muốn đi lại lần nữa không à ( ToT) . Không gian thì sang trọng, đẳng cấp. Nhân viên phục vụ chuyên nghiệp khỏi phải bàn . Các món ăn chế biến ổn lắm , trừ món tôm hơi bở nhưng tạm chấp nhận (phô mai đầy ắp vớt vát lại điểm trừ này) . Quầy sushi nhìn khá là đẹp mắt , khu vực bò cũng y như Master Chef luôn nha . Hàu nướng phô mai rất ngon, phô mai loại ăn pizza í chứ không phải phô mai đầu bò bình thường đâu. Nói chung hài lòng ."
39,The Grill Restaurant Buffet - Duxton Hotel,08/2015,26/08/2015 14:21,Âu,"The Grill Restaurant Buffet - Duxton Hotel
đi ăn buffet sáng. giờ thì hết đợt buffet kiểu này rồi. mới đầu lo ăn món ngon xong cuối giờ mới nhớ giơ máy lên chụp. có đủ món từ hải sản tới mì nui. cocktail hơi qua loa, cafe và cam vắt vô đáy:)) nhân viên cũng không thân thiện lắm kiểu phục vụ nói sao nghe vậy thôi."
40,The Grill Restaurant Buffet - Duxton Hotel,11/2013,14/11/2013 14:16,Âu,"Ngon
Ở đây có tôm hùm baby, thức ăn ngon, nhưng muốn đặt chỗ thì phải lại cộc tiền trước chứ ko như những nhà hàng mình đã ăn chỉ cần gọi book chỗ cho tên và sđt ngày giờ đến là ok, nhưng ở đây phải đến đặt cộc
Tôm tươi ngon. Phục vụ cũng được. Nhìn chung hôm đi ăn người đang bị mệt, ăn ko nhìu, nhưng thấy vài món mình ăn là ok rồi"
41,The Grill Restaurant Buffet - Duxton Hotel,11/2013,6/11/2013 16:27,Âu,"Sang trọng!!
Mình cũng đã thử ăn ở đây 1 lần, nói chung là không nhìu đồ ăn lắm, nhưng bù lại không gian sang trọng. Không có cảnh giành đồ ăn. Đồ ăn làm sẵn ko nhìu, đồ ăn ở quầy nướng thì làm hơi lâu... Đã thử ăn tôm hùm baby nướng. Nhung hôm mình đi hình như tôm ko được tươi lắm, thịt bở cũng ko được ngon... Ăn lại mau ngán. Nói chung với giá cả như vậy thì cũng hơi mắc!!!"
42,The Grill Restaurant Buffet - Duxton Hotel,08/2017,9/08/2017 8:17,Âu,"Buffet không phù hợp với tiêu chuẩn Khách sạn và giá cả
Mình mới đi ăn tối qua, hải sản không tươi, gia vị nêm quá tệ. Tôm hùm bé bằng bàn tay, khi nướng lên thì không còn bao nhiêu thịt. Cua rang me thì con cua bị ốp mềm nhủn, nước sốt me ko ngon. Cá hồi sốt nước sốt của Nhật thì ngọt như rim đường, rất khó ăn. Nhân viên thì nhiều nhưng không niềm nở cho lắm. Chỉ có 1 bạn phục vụ khu thức ăn là nhiệt tình, dễ thương. Buffet hải sản nhưng ko phục vụ nước rửa tay cho khách. Khi mình hỏi trà chanh để rửa tay thì nhân viên có vẻ hơi ngơ ngác và chỉ bưng ra 1 chén nhỏ trong khi mình ăn hai người, mình phải yêu cầu thêm 1 chén nữa để bạn mình rửa tay. Món tráng miệng là các loại bánh và yaour thì khá ổn, tráng miệng ngon. Tóm lại buffet chất lượng không xứng lắm với giá 600k.
Xem thêm"
43,The Burger Corner - Delivery Only,11/2012,20/11/2012 22:40,Âu,"Burger ăn rất ổn- Món về bò ngon
Mình thấy Burger Corner này ăn rất ngon miệng nha, ngon hơn Burger của Lotteria và KFC nhiề. Burger Corner ngon nhưng có vẻ người dân không ưa chuộng lắm hay sao mà mấy lần mình đi ăn đều rất vắng. Các món về bò ở đây ăn rất ngon nha, Thịt chín tới, vẫn còn độ mềm, phomai béo ngon, dùng kèm salad và cà chua, sốt BBQ... yummy yummy ^^ Bánh mì hơi khô. Giá cả thì ngang ngửa Buger King, hơi bị cao hic"
44,The Burger Corner - Delivery Only,12/2013,23/12/2013 11:17,Âu,"Burger tươi
Sao mình lại nói là burger tươi vì phần nhân bên trong được nướng và chế biến ngay sau khi bạn order nhân bên trong đa dạng và phong phú lắm nhé. Nhân viên thì thân thiện, tuy không gian hơi nhỏ hơn những nơi khác nhưng mà rất là sạch sẽ nhen. Và ở The Burger Corner còn có luôn burger chay cho các bạn muốn ăn chay nhen, burger nấm ăn khá ngon dù là đồ ăn chay thôi nhưng cũng được đầu bếp chú tâm lắm đó. Nằm trên con đường Nguyễn Huệ tuy giá có hơi cao hơn nơi khác nhưng ăn rất chất lượng nhé, giá trung bình la 70k cho 1 burger.
Mình thích cua mà lần đầu mới thấy có burger cua nên gọi ăn xem sao, nói chung là quá hài lòng luôn ấy, ngoài thành phần chính là cua cắt nhỏ rồi chiên giòn lên, thì bên trên còn có 3 con sò điệp tươi , ăn vào rất thơm mùi cua, cộng thêm phô mai và sốt cua bơ chanh hòa quyện hai hòa với nhau. Khoai tây thì không qua khô, salad ăn cũng tươi ngon lắm, ngoài burger cua thì The Burger Corner còn phục vụ thêm burger heo nhật, thịt xông khó, bò usa,.... còn có luôn burger rice, ngoài các loại bánh burger thì The Burger Corner còn có các loại kem, nước uống nhiều loại chứ không chỉ có pesi như những nơi khác."
45,Tajmasago Castle - Buffet & Cafe,03/2015,17/03/2015 12:33,Âu,"High Tea - Trà Chiều - Tajmasago Buffet & Cafe
Lâu đài này theo mình biết là cafe lúc đầu chỉ dành cho khách ở khách sạn thôi, lúc sau thì mở ra thành cafe cho khách ở ngoài luôn. Còn nghe nói là giành cho khách thượng lưu nữa:)) 
-Không gian: một chữ thôi ""ĐẸP""! Mình râdt thích cách họ thiết kế từ ngoài vào trong, làm mình có cảm giác như công túa. Toàn bộ là màu trắng thanh lịch xen kẽ với đen huyền bí, lâu đài rộng,cao. Bên trong còn có hồ bơi, hồ nước đến tối ăn buffet mà cạnh hồ nước họ sẽ bật đèn nhìn lung linh lắm. Nội thất thì khỏi chê, ghế nhung bàn lát kính,đèn trần sang trọng, đến cái toilet cũng sang trọng có nút bấm rửa sấy cho mình sau khi giải quyết luôn;)) 
-Món ăn: mình gọi 1 tháp bánh rưỡi vì đi 3 người, 1 tháp thì 2 người. Tháp bánh họ chia mỗi người 1 phần,mỗi phần gồm gồm 2 loại bánh kem(siêu ngon), chocolate(cũng bình thường), macaron(bình thường như ở các shop ngoài bán,hơi ngọt,phải nói là dở nếu so với macaron thực sự từ Pháp),2 loại sandwich mini cá hồi với thịt nguội,chả giò, trái cây các loại...với gì nữa mình quên rồi. Thêm vào đó mỗi người dc 2 drinks, trà(bạc hà,hoa nhài) và cà phê(latte,capuccino,...) khá ngon.
-Giá: tháp bánh mình ăn thì mỗi người cỡ 350k. 3 người thì hơn 1 triệu. Nhưng mà ko phí đâu các bạn, tiền nào của nấy:)
Còn các món ăn thức uống trong menu thì thấp nhất là 100k(nước suối ấy). Buffet mình cũng ko xem rõ mà nghe mọi người bảo 1tr/ng trở lên thì phải.
-Phục vụ: rất chuyên nghiệp, mà sao toàn nam:)) anh nào anh nấy ko cao,to,đô thì cũng đẹp trai:))) anh mở cổng mặc quân phục cũng rất đẹp;);) lúc sau đổi ng, chị mở cửa cũng rất ngầu luôn;) họ nói chuyện từ tốn, nhẹ nhàng, chăm sóc khách chu đáo :3 mấy anh quầy bar cũng rù quến nốt;))) 
Tóm lại, đồ ăn thức uống ngon, phong cảnh thượng hạng, phục vụ mình như nữ hoàng lại còn đc ngắm trai thì 350k/người là còn rẻ chán các bạn ạ;)
Nên đi thử 1 lần nha.
Xem thêm"
46,TajmaSago - Hotel & Resort,09/2014,10/09/2014 10:22,Âu,"BBQ vui vui
Buffet bbq được bày ở ngoài trời rất hợp với mong muốn của mình khi dùng bbq : các món nướng khá ngon và vì có rất nhiều quầy salad và salad bar nên ăn bbq hoài cũng không thấy ngán ,hải sản tuy không có tôm hùm và cá hồi nhưng bù lại có các hải sản khác như tôm sú,mực,bạch tuột,cua.Súp hải sản chất lượng tuyệt vời,nước súp rất ngọt và thơm.Sẽ quay lại khi có dịp
6 người giá khoảng 2 triệu"
47,TajmaSago - Hotel & Resort,08/2015,18/08/2015 20:41,Âu,"Tajmasago Buffet & Cafe - Lâu Đài Trắng
Đúng là giá cao nên nhìn rất sang, buffe mà ăn đúng là mở mang tầm mắt."
48,TajmaSago - Hotel & Resort,09/2014,13/09/2014 16:12,Âu,"Lâu đài rất sang trọng và đẳng cấp
Nhìn từ xa đã thấy rất toát lên vẻ nguy nga và lộng lẫy với gam màu trắng nổi bật, bên trong được trang trí như những cung điện hoàng gia phương Tây. 
Lâu đài có tổng cộng 2 nhà hàng Ý và Pháp, mình chưa dùng thử món Ý nhưng các món Pháp ở đây thực sự là tuyệt hảo và trình bày rất đẹp mắt. Nhân viên rất dễ thương và chuyên nghiệp. Hình như tối thứ 2 đến thứ 5 hằng tuần còn có tiệc buffet bbq nữa. Tiếc là mình về Vn ít ngày quá, hy vong lần tới vậy."
49,TajmaSago - Hotel & Resort,09/2014,20/09/2014 13:16,Âu,"Không gian khỏi phải chê
Tiệc buffet bbq được tổ chức ngoài trời cho ta cảm nhận thực sự về một buổi party bbq nướng với đủ các loại thực phẩm hảo hạng : hàu nướng phô mai,cá hồi nướng sốt bbq,cá chẽm nướng ,bạch tuộc nướng ,xúc xích Đức,steak bbq dùng kèm mù tạt hạt,các quầy salad bar gồm đủ các loại rau quả nổi tiếng trên thế giới rất tốt cho sức khỏe.Vửa dùng bbq vừa ngắm khung cảnh xung quanh hồ bán nguyệt rất đẹp.Rượu vang của Ý đặc biệt thơm ngon giúp cho bữa ăn thêm đậm đà."
50,TajmaSago - Hotel & Resort,05/2016,4/05/2016 11:00,Âu,"Tajmasago Buffet & Cafe - Lâu Đài Trắng
Ấn tượng ban đầu khi bước vào là ""choáng ngợp"", đẹp hơn cả trong hình, chủ đạo 2 tông màu đen trắng nhưng không gian thiết kế rất hài hoà sang trọng, nhân viên mặc đồ phong cách Ả Rập lạ lạ 😂. Chỉ mới có dịp lân la khu cà phê thôi (vì sinh viên nghèo chưa có điều kiện qua khu nhà hàng 😂). 
Phục vụ thì cũng ok, có điều chắc là do vắng khách quá nên nhân viên phục vụ rảnh rỗi đứng tụ tập nhìn ngó bàn tán về khách nên cảm giác hơi khó chịu chút, không thoải mái.
Thức uống và bánh thì cũng được, không ngon đặc biệt gì lắm nhưng cũng không có gì để chê 👍🏻
Hôm đó không lầm còn tình cờ gặp được Boss của lâu đài :v bác mặc cái áo hồng, quần xanh lá, giày xanh biển, thêm cái nón trắng thì phải :v khá ấn tượng với xì tai của bác, đi ngang cái là thu hút ánh nhìn nhớ tới giờ :v
Nói chung với mình rất hài lòng (vì quá mê cái không gian) nên chắc chắn một ngày nào đó sẽ quay lại 👍🏻
Xem thêm"
51,TajmaSago - Hotel & Resort,10/2014,25/10/2014 15:43,Âu,"Tajmasago Buffet & Cafe - Lâu Đài Trắng
Nằm ở khu quận 7 gần cầu Ánh Sao, khu này tập trung nhiều nhà hàng sang trọng thuộc loại bậc nhất, có nhiều khách nước ngoài nên buffet cũng thu hút được nhiều người. Vì thuộc loại cao cấp nên giá cả cao là điều đương nhiên, tuy nhiên thì chất lượng thì tuyệt hảo khỏi chê, khách cảm thấy hài lòng từ dụng cụ,không gian và đồ ăn. Thức ăn: Khá đa dạng và phong phú, ngon nhất vẫn là hải sản, tôm hùm và các món ăn Âu khác. Phục vụ: vui vẻ và nhiệt tình. Không gian: Đẹp khỏi chê, từng vật trang trí rất bắt mắt và hồ nước cũng rất lãng mạn. 100điểm"
